category,id,group,title,status,current_image,suggested_image,suggested_exists
"Kitchen Utensils","cat_k_water-flask_1","Water Flask","China - 1L","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/water-flask.jpg",YES
"Kitchen Utensils","cat_k_water-flask_2","Water Flask","China - Leinuo - 400ML","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/water-flask.jpg",YES
"Kitchen Utensils","cat_k_water-flask_3","Water Flask","China - School - 500ML","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/water-flask.jpg",YES
"Kitchen Utensils","cat_k_water-flask_4","Water Flask","China - Vacuum - 1L","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/water-flask.jpg",YES
"Kitchen Utensils","cat_k_water-flask_5","Water Flask","China - Vacuum - 700ML","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/water-flask.jpg",YES
"Kitchen Utensils","cat_k_water-flask_6","Water Flask","China - Vacuum Cup - 500ML","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/water-flask.jpg",YES
"Kitchen Utensils","cat_k_water-flask_7","Water Flask","Inox Bottle - 800ML","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/water-flask.jpg",YES
"Kitchen Utensils","cat_k_water-flask_8","Water Flask","Leinuo - 300ML","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/water-flask.jpg",YES
"Kitchen Utensils","cat_k_water-flask_9","Water Flask","Magic Cook - 600ML","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/water-flask.jpg",YES
"Kitchen Utensils","cat_k_water-flask_10","Water Flask","Magic Cook - VF9435 - 4L","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/water-flask.jpg",YES
"Kitchen Utensils","cat_k_water-flask_11","Water Flask","Master Chef - 6055 - 1.2L","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/water-flask.jpg",YES
"Kitchen Utensils","cat_k_water-flask_12","Water Flask","Master Chef - F912 - 2L","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/water-flask.jpg",YES
"Kitchen Utensils","cat_k_water-flask_13","Water Flask","Smart Cup - LED - 400ML","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/water-flask.jpg",YES
"Kitchen Utensils","cat_k_water-flask_14","Water Flask","SMP - 800ML","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/water-flask.jpg",YES
"Kitchen Utensils","cat_k_water-flask_15","Water Flask","Vacuum Bottle with 2 Cups - 500ML","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/water-flask.jpg",YES
"Kitchen Utensils","cat_k_yam-pounder_1","Yam Pounder","Kenwood - 3L - Nil","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/yam-pounder.jpg",YES
"Kitchen Utensils","cat_k_yam-pounder_2","Yam Pounder","Kenwood - 5L - Nil","NO-IMAGE","/images/catalog/kitchen-placeholder.svg","/images/catalog/web/yam-pounder.jpg",YES
